Vendor,Bid Amount,CONT_ID,LEV2_OFFICE_NBR,DESC1,C_O_NBR,CD_DESC,APPR_DT,C_O_AMT,CHNG_DESC,C_O_T
CONCRETE WORKS OF COLORADO INCORPORATED,"$6,929,577.40",C19273,1,SH86:I-25 TO WOODLANDS BLVD.,012,Minor Contract Revision,20150416,$0.00,Reinforced Concrete Median Removal,MR
CONCRETE WORKS OF COLORADO INCORPORATED,"$6,929,577.40",C19273,1,SH86:I-25 TO WOODLANDS BLVD.,010,Minor Contract Revision,20150320,$0.00,Water Line Air Vents,MR
CONCRETE WORKS OF COLORADO INCORPORATED,"$6,929,577.40",C19273,1,SH86:I-25 TO WOODLANDS BLVD.,022,Minor Contract Revision,20151221,$0.00,Additional Traffic Switches,MR
CONCRETE WORKS OF COLORADO INCORPORATED,"$6,929,577.40",C19273,1,SH86:I-25 TO WOODLANDS BLVD.,008,Minor Contract Revision,20141204,$0.00,Aggregate Base Course (Class 6),MR
CONCRETE WORKS OF COLORADO INCORPORATED,"$6,929,577.40",C19273,1,SH86:I-25 TO WOODLANDS BLVD.,009,Minor Contract Revision,20141219,$0.00,Structure Backfill Class 1,MR
CONCRETE WORKS OF COLORADO INCORPORATED,"$6,929,577.40",C19273,1,SH86:I-25 TO WOODLANDS BLVD.,003,Minor Contract Revision,20141203,$0.00,PCCP Surface Texture,MR
CONCRETE WORKS OF COLORADO INCORPORATED,"$6,929,577.40",C19273,1,SH86:I-25 TO WOODLANDS BLVD.,004,Minor Contract Revision,20141203,$0.00,Reset Cross Drains,MR
CONCRETE WORKS OF COLORADO INCORPORATED,"$6,929,577.40",C19273,1,SH86:I-25 TO WOODLANDS BLVD.,005,Minor Contract Revision,20141204,$0.00,Install Edge Drain,MR
CONCRETE WORKS OF COLORADO INCORPORATED,"$6,929,577.40",C19273,1,SH86:I-25 TO WOODLANDS BLVD.,006,Minor Contract Revision,20141204,$0.00,Repair Traffic Signal Electrical,MR
CONCRETE WORKS OF COLORADO INCORPORATED,"$6,929,577.40",C19273,1,SH86:I-25 TO WOODLANDS BLVD.,007,Minor Contract Revision,20141111,$0.00,Reset Irrigation Equipment,MR
CONCRETE WORKS OF COLORADO INCORPORATED,"$6,929,577.40",C19273,1,SH86:I-25 TO WOODLANDS BLVD.,013,Minor Contract Revision,20150505,$0.00,Permanent Pavement Marking Material Change,MR
CONCRETE WORKS OF COLORADO INCORPORATED,"$6,929,577.40",C19273,1,SH86:I-25 TO WOODLANDS BLVD.,015,Minor Contract Revision,20150610,$0.00,Median Cover Material (Stone),MR
CONCRETE WORKS OF COLORADO INCORPORATED,"$6,929,577.40",C19273,1,SH86:I-25 TO WOODLANDS BLVD.,016,Minor Contract Revision,20150707,$0.00,Install Precast Guard Rail  (Type 7),MR
CONCRETE WORKS OF COLORADO INCORPORATED,"$6,929,577.40",C19273,1,SH86:I-25 TO WOODLANDS BLVD.,017,TIME EXTENSION,20150721,$0.00,Added Contract Time for Subgrade Work,TE
"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$7,431,588.43",C19275,2,I25A SURFACE TREATMENT MP 0-7.5,004,Contract Modification Order,20130827,"$12,100.00",Embedded Galvanic Anodes,CO
"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$7,431,588.43",C19275,2,I25A SURFACE TREATMENT MP 0-7.5,005,Contract Modification Order,20130930,"$239,625.00",Embankment Protectors,CO
"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$7,431,588.43",C19275,2,I25A SURFACE TREATMENT MP 0-7.5,006,Contract Modification Order,20131216,"$25,818.00",Inlet Type C (5 Foot),CO
"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$7,431,588.43",C19275,2,I25A SURFACE TREATMENT MP 0-7.5,007,Contract Modification Order,20140626,"$6,300.00",Flashing Beacon,CO
"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$7,431,588.43",C19275,2,I25A SURFACE TREATMENT MP 0-7.5,001,Plan Force Account,20130508,"$1,308,000.00",Plan Force Account,FA
"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$7,431,588.43",C19275,2,I25A SURFACE TREATMENT MP 0-7.5,002,Contract Modification Order,20130711,"$3,360.00",Flashing Beacon (Portable),CO
"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$7,431,588.43",C19275,2,I25A SURFACE TREATMENT MP 0-7.5,003,Contract Modification Order,20130827,"$6,800.00",Surface Condition Analyzer,CO
"KRAEMER NORTH AMERICA, LLC","$1,308,577.65",C19279,1,US85/SH86 FACTORY SHOPS TO ALL,004,Minor Contract Revision,20150915,"$40,107.80",STRUCTURE G-17-AM DECK REPAIR,MR
"KRAEMER NORTH AMERICA, LLC","$1,308,577.65",C19279,1,US85/SH86 FACTORY SHOPS TO ALL,005,Minor Contract Revision,20150903,$0.00,24 Inch RCP Extension,MR
"KRAEMER NORTH AMERICA, LLC","$1,308,577.65",C19279,1,US85/SH86 FACTORY SHOPS TO ALL,006,Minor Contract Revision,20151020,$0.00,Exchange Plastic Pavement Markings for Thermoplastic,MR
"KRAEMER NORTH AMERICA, LLC","$1,308,577.65",C19279,1,US85/SH86 FACTORY SHOPS TO ALL,008,Minor Contract Revision,20151117,$0.00,Traffic Signal Face Changes,MR
"KRAEMER NORTH AMERICA, LLC","$1,308,577.65",C19279,1,US85/SH86 FACTORY SHOPS TO ALL,009,Minor Contract Revision,20151117,$0.00,Epoxy Bridge Deck Repair,MR
"KRAEMER NORTH AMERICA, LLC","$1,308,577.65",C19279,1,US85/SH86 FACTORY SHOPS TO ALL,001,Plan Force Account,20150204,"$48,650.00",Plan Force Account,FA
"KRAEMER NORTH AMERICA, LLC","$1,308,577.65",C19279,1,US85/SH86 FACTORY SHOPS TO ALL,003,Minor Contract Revision,20150831,"-$38,004.96",CONCRETE CLASS D (SPECIAL) TO REPLACE POLYESTER CONC END DAM,MR
"KRAEMER NORTH AMERICA, LLC","$1,308,577.65",C19279,1,US85/SH86 FACTORY SHOPS TO ALL,002,Modifications With No CMO/MCR Required,20150810,$0.00,Delay Start of Work,00
"KRAEMER NORTH AMERICA, LLC","$1,308,577.65",C19279,1,US85/SH86 FACTORY SHOPS TO ALL,007,Minor Contract Revision,20151020,$0.00,Adding Mulching and Mulch Tackifier,MR
"HAYWARD BAKER, INC.","$180,294.00",C19280,2,SH67 EMERGENCY SINKHOLE REPAIR,001,Plan Force Account,20120829,$0.00,Plan Force Account,FA
"HAYWARD BAKER, INC.","$180,294.00",C19280,2,SH67 EMERGENCY SINKHOLE REPAIR,003,Modifications With No CMO/MCR Required,20121026,"$5,000.00",Road User Cost Savings - REVISED CO Number 002,00
"HAYWARD BAKER, INC.","$180,294.00",C19280,2,SH67 EMERGENCY SINKHOLE REPAIR,002,Modifications With No CMO/MCR Required,20121003,"$5,000.00",Road User Cost Savings,00
A-1 CHIPSEAL COMPANY,"$893,336.60",C19281,4,SH7: LYONS TO RAYMOND CHIP SEA,001,Plan Force Account,20130424,"$56,500.00",Plan Force Account,FA
A-1 CHIPSEAL COMPANY,"$893,336.60",C19281,4,SH7: LYONS TO RAYMOND CHIP SEA,002,Modifications With No CMO/MCR Required,20130626,-$955.14,ADDED ITEM (PRICE REDUCTION FOR COVER COAT MATERIAL),00
A-1 CHIPSEAL COMPANY,"$893,336.60",C19281,4,SH7: LYONS TO RAYMOND CHIP SEA,003,Minor Contract Revision,20130723,$0.00,Mobile Attenuator,MR
A-1 CHIPSEAL COMPANY,"$893,336.60",C19281,4,SH7: LYONS TO RAYMOND CHIP SEA,004,Minor Contract Revision,20130723,$0.00,Preformed Thermoplastic Markings (WS),MR
A-1 CHIPSEAL COMPANY,"$893,336.60",C19281,4,SH7: LYONS TO RAYMOND CHIP SEA,005,Minor Contract Revision,20130723,$0.00,Preformed Thermoplastic Marking (XS),MR
"OLDCASTLE SW GROUP, INC.","$7,105,490.51",C19282,3,US50 MP 166.9 - 181.6 GUNNISON CO - US50 EAST OF GUNNISON,002,Modifications With No CMO/MCR Required,20150820,$0.00,"MINOR CONTRACT REVISION- MCR # 1, CO # 2, CORRECTION OF OJT",00
"OLDCASTLE SW GROUP, INC.","$7,105,490.51",C19282,3,US50 MP 166.9 - 181.6 GUNNISON CO - US50 EAST OF GUNNISON,003,Minor Contract Revision,20150915,$20.00,"MINOR CONTRACT REVISION - MCR #2, CO #3, WEIGHT RESTRICTION",MR
"OLDCASTLE SW GROUP, INC.","$7,105,490.51",C19282,3,US50 MP 166.9 - 181.6 GUNNISON CO - US50 EAST OF GUNNISON,001,Plan Force Account,20150218,"$1,102,840.00",Plan Force Account,FA
"OLDCASTLE SW GROUP, INC.","$7,105,490.51",C19282,3,US50 MP 166.9 - 181.6 GUNNISON CO - US50 EAST OF GUNNISON,005,Contract Modification Order,20151223,"$3,488,629.34","CMO # 5, Project Extension Type II, Added HMA Phase II",CO
"OLDCASTLE SW GROUP, INC.","$7,105,490.51",C19282,3,US50 MP 166.9 - 181.6 GUNNISON CO - US50 EAST OF GUNNISON,004,Contract Modification Order,20151102,"$1,875,412.00","CMO#4, Project Termini Extension Type II, Added HMA Paving",CO
"OLDCASTLE SW GROUP, INC.","$7,105,490.51",C19282,3,US50 MP 166.9 - 181.6 GUNNISON CO - US50 EAST OF GUNNISON,006,Contract Modification Order,20160727,"$303,347.20",CMO #6 Typical Sectiion Changes to CMO #4 & CMO #5,CO
"OLDCASTLE SW GROUP, INC.","$7,105,490.51",C19282,3,US50 MP 166.9 - 181.6 GUNNISON CO - US50 EAST OF GUNNISON,007,Modifications With No CMO/MCR Required,20160607,-$80.00,Price reduction for overweight truck,00
K.E.C.I. COLORADO INCORPORATED,"$981,319.50",C19299,3,SH9 RAINBOW DR INTERSECTION,001,Plan Force Account,20140212,"$38,500.00",Plan Force Account,FA
K.E.C.I. COLORADO INCORPORATED,"$981,319.50",C19299,3,SH9 RAINBOW DR INTERSECTION,002,Modifications With No CMO/MCR Required,20150202,-$120.00,Price Reduction for Over-Weight Trucks (HMA & ABC),00
K.E.C.I. COLORADO INCORPORATED,"$981,319.50",C19299,3,SH9 RAINBOW DR INTERSECTION,003,Contract Modification Order,20150202,"$4,300.00",Wiring requested for NW section of SH 9 and Rainbow Drive,CO
"OLDCASTLE SW GROUP, INC.","$1,582,293.25",C19300,3,US 50 MP 41 TO 51 AND SH 141 MP 153 TO 154 IN MESA COUNTY,001,Plan Force Account,20140430,"$517,280.00",Plan Force Account,FA
"OLDCASTLE SW GROUP, INC.","$1,582,293.25",C19300,3,US 50 MP 41 TO 51 AND SH 141 MP 153 TO 154 IN MESA COUNTY,002,Modifications With No CMO/MCR Required,20140815,-$20.00,Price Reduction - Overweight Load,00
INTERSTATE HIGHWAY CONSTRUCTION,"$6,977,903.92",C19303,3,I-70 GLENWOOD CANYON PCCP PHASE 4,001,Plan Force Account,20130130,"$997,840.00",Plan Force Account,FA
INTERSTATE HIGHWAY CONSTRUCTION,"$6,977,903.92",C19303,3,I-70 GLENWOOD CANYON PCCP PHASE 4,002,Contract Modification Order,20130416,$0.00,CO-002 Surface Texture of PCCP,CO
INTERSTATE HIGHWAY CONSTRUCTION,"$6,977,903.92",C19303,3,I-70 GLENWOOD CANYON PCCP PHASE 4,003,Contract Modification Order,20130424,$0.00,CO-003 Substitute Class P for DT Concrete,CO
INTERSTATE HIGHWAY CONSTRUCTION,"$6,977,903.92",C19303,3,I-70 GLENWOOD CANYON PCCP PHASE 4,005,Minor Contract Revision,20130424,$0.00,CO-005 MCR Line Items,MR
INTERSTATE HIGHWAY CONSTRUCTION,"$6,977,903.92",C19303,3,I-70 GLENWOOD CANYON PCCP PHASE 4,004,Contract Modification Order,20130424,"$53,557.20",CO-004 2 Inch Conduit,CO
INTERSTATE HIGHWAY CONSTRUCTION,"$6,977,903.92",C19303,3,I-70 GLENWOOD CANYON PCCP PHASE 4,006,Contract Modification Order,20130619,$0.00,CMO No. 6 Revision of Section 109,CO
INTERSTATE HIGHWAY CONSTRUCTION,"$6,977,903.92",C19303,3,I-70 GLENWOOD CANYON PCCP PHASE 4,008,Minor Contract Revision,20130620,$0.00,CO-008 MCR Items,MR
INTERSTATE HIGHWAY CONSTRUCTION,"$6,977,903.92",C19303,3,I-70 GLENWOOD CANYON PCCP PHASE 4,007,Minor Contract Revision,20130619,$0.00,CO-007 MCR Line Items,MR
INTERSTATE HIGHWAY CONSTRUCTION,"$6,977,903.92",C19303,3,I-70 GLENWOOD CANYON PCCP PHASE 4,009,Modifications With No CMO/MCR Required,20130710,$0.00,CO-009 Revised OJT Line Item - No CMO/MCR Req'd,00
INTERSTATE HIGHWAY CONSTRUCTION,"$6,977,903.92",C19303,3,I-70 GLENWOOD CANYON PCCP PHASE 4,010,Modifications With No CMO/MCR Required,20130710,"$3,000.00",CO-010 Add AC Cost Adjustment Item - No CMO/MCR Required,00
"TEZAK HEAVY EQUIPMENT CO., INC.","$1,748,651.25",C19304-COMBO,2,"US50 NEAR COTOPAXI,STR. K-14-J, STR. K-14-B",002,Contract Modification Order,20150506,"$1,081.50",Traffic Control Items (Required for Project),CO
"TEZAK HEAVY EQUIPMENT CO., INC.","$1,748,651.25",C19304-COMBO,2,"US50 NEAR COTOPAXI,STR. K-14-J, STR. K-14-B",003,Contract Modification Order,20150810,"$12,185.00",Soft Spots - Muck Excavation,CO
"TEZAK HEAVY EQUIPMENT CO., INC.","$1,748,651.25",C19304-COMBO,2,"US50 NEAR COTOPAXI,STR. K-14-J, STR. K-14-B",001,Plan Force Account,20140821,"$162,610.00",Plan Force Account,FA
"TEZAK HEAVY EQUIPMENT CO., INC.","$1,748,651.25",C19304-COMBO,2,"US50 NEAR COTOPAXI,STR. K-14-J, STR. K-14-B",004,Contract Modification Order,20150909,"$9,680.26","HMA, BLANKET, RIP RAP",CO
"OLDCASTLE SW GROUP, INC.","$1,389,431.70",C19311,3,I-70 CHIP SEAL STATELINE TO MACK,001,Plan Force Account,20130313,"$35,750.00",Plan Force Account,FA
"OLDCASTLE SW GROUP, INC.","$1,389,431.70",C19311,3,I-70 CHIP SEAL STATELINE TO MACK,002,Minor Contract Revision,20130716,$1.50,Added Item,MR
"OLDCASTLE SW GROUP, INC.","$1,389,431.70",C19311,3,I-70 CHIP SEAL STATELINE TO MACK,003,Minor Contract Revision,20130729,$0.00,Obliterate Thermoplastice Pavement Markings,MR
"OLDCASTLE SW GROUP, INC.","$4,149,422.75",C19312,3,SH 139 LOMA INTERCHANGE NORTH,002,Modifications With No CMO/MCR Required,20131007,-$20.00,Price Adjustment,00
"OLDCASTLE SW GROUP, INC.","$4,149,422.75",C19312,3,SH 139 LOMA INTERCHANGE NORTH,003,Contract Modification Order,20131113,"$44,850.00",Emergency Slope & Ditch Repair,CO
"OLDCASTLE SW GROUP, INC.","$4,149,422.75",C19312,3,SH 139 LOMA INTERCHANGE NORTH,004,Minor Contract Revision,20131204,$0.00,Restock Guardrail Material,MR
"OLDCASTLE SW GROUP, INC.","$4,149,422.75",C19312,3,SH 139 LOMA INTERCHANGE NORTH,005,Contract Modification Order,20140404,$0.00,Spec. Revision,CO
"OLDCASTLE SW GROUP, INC.","$4,149,422.75",C19312,3,SH 139 LOMA INTERCHANGE NORTH,001,Plan Force Account,20130605,"$962,000.00",Plan Force Account,FA
MARTIN MARIETTA MATERIALS,"$8,474,789.10",C19314,4,I-70 WEST OF FLAGLER,002,Contract Modification Order,20130807,$0.00,Construction Start Time & Reduction of Working Days,CO
MARTIN MARIETTA MATERIALS,"$8,474,789.10",C19314,4,I-70 WEST OF FLAGLER,003,Modifications With No CMO/MCR Required,20131023,"-$4,000.00",Overweight Load Price Reduction,00
MARTIN MARIETTA MATERIALS,"$8,474,789.10",C19314,4,I-70 WEST OF FLAGLER,001,Plan Force Account,20130501,"$1,135,234.00",Plan Force Account,FA
MARTIN MARIETTA MATERIALS,"$8,474,789.10",C19314,4,I-70 WEST OF FLAGLER,005,Minor Contract Revision,20140731,$0.00,HMA (Patching)(Asphalt),MR
MARTIN MARIETTA MATERIALS,"$8,474,789.10",C19314,4,I-70 WEST OF FLAGLER,004,Contract Modification Order,20140623,"$388,419.00",Ramp Resurfacing @ 383 and 395 Interchanges on I-70,CO
MARTIN MARIETTA MATERIALS,"$8,474,789.10",C19314,4,I-70 WEST OF FLAGLER,006,Modifications With No CMO/MCR Required,20140805,"-$8,200.00",Liquidated Damages,00
MARTIN MARIETTA MATERIALS,"$8,474,789.10",C19314,4,I-70 WEST OF FLAGLER,007,Contract Modification Order,20150116,"$456,786.94","QPM, SMA Production and Repair Cost Adjustments",CO
"ROCKY MOUNTAIN EXCAVATING, INC.","$962,957.50",C19315,4,US36 EIS: R4 ENVIRONMENTAL MIT,001,Plan Force Account,20130925,"$51,960.00",Plan Force Account,FA
"ROCKY MOUNTAIN EXCAVATING, INC.","$962,957.50",C19315,4,US36 EIS: R4 ENVIRONMENTAL MIT,002,Minor Contract Revision,20131224,$0.00,MCR DECEMBER,MR
"ROCKY MOUNTAIN EXCAVATING, INC.","$962,957.50",C19315,4,US36 EIS: R4 ENVIRONMENTAL MIT,006,Minor Contract Revision,20140409,$0.00,March MCR #006,MR
"ROCKY MOUNTAIN EXCAVATING, INC.","$962,957.50",C19315,4,US36 EIS: R4 ENVIRONMENTAL MIT,003,Minor Contract Revision,20140205,$0.00,January MCR,MR
"ROCKY MOUNTAIN EXCAVATING, INC.","$962,957.50",C19315,4,US36 EIS: R4 ENVIRONMENTAL MIT,004,Minor Contract Revision,20140213,$0.00,MCR,MR
"ROCKY MOUNTAIN EXCAVATING, INC.","$962,957.50",C19315,4,US36 EIS: R4 ENVIRONMENTAL MIT,005,Minor Contract Revision,20140404,$0.00,MCR,MR
"ROCKY MOUNTAIN EXCAVATING, INC.","$962,957.50",C19315,4,US36 EIS: R4 ENVIRONMENTAL MIT,007,Minor Contract Revision,20140826,$0.00,MCR Correction to CO 3,MR
"ROCKY MOUNTAIN EXCAVATING, INC.","$962,957.50",C19315,4,US36 EIS: R4 ENVIRONMENTAL MIT,008,Minor Contract Revision,20141006,$0.00,MCR Correction to MCR 002,MR
"ROCKY MOUNTAIN EXCAVATING, INC.","$962,957.50",C19315,4,US36 EIS: R4 ENVIRONMENTAL MIT,009,Minor Contract Revision,20150113,$0.00,December MCR,MR
"ROCKY MOUNTAIN EXCAVATING, INC.","$962,957.50",C19315,4,US36 EIS: R4 ENVIRONMENTAL MIT,012,Contract Modification Order,20160901,$0.00,Revise Commencement and Completion of Work Milestone 1,CO
"ROCKY MOUNTAIN EXCAVATING, INC.","$962,957.50",C19315,4,US36 EIS: R4 ENVIRONMENTAL MIT,010,Contract Modification Order,20160901,$0.00,Addition of Specifications,CO
MARTIN MARIETTA MATERIALS,"$3,439,829.22",C19323,6,US 6: SIMMS TO SHERIDAN OVERLA,002,Minor Contract Revision,20130904,$0.00,Added Item - Traffic Cone,MR
MARTIN MARIETTA MATERIALS,"$3,439,829.22",C19323,6,US 6: SIMMS TO SHERIDAN OVERLA,003,Minor Contract Revision,20130904,$0.00,Added Item - Barricade (Type 3M-A)(Temporary),MR
MARTIN MARIETTA MATERIALS,"$3,439,829.22",C19323,6,US 6: SIMMS TO SHERIDAN OVERLA,004,Modifications With No CMO/MCR Required,20130904,-$100.00,Price Reduction Overweight Vehicle Sec. 105.18,00
MARTIN MARIETTA MATERIALS,"$3,439,829.22",C19323,6,US 6: SIMMS TO SHERIDAN OVERLA,005,Modifications With No CMO/MCR Required,20131002,"-$10,000.00",Added Item (Dollar) / Violation of Working Time,00
MARTIN MARIETTA MATERIALS,"$3,439,829.22",C19323,6,US 6: SIMMS TO SHERIDAN OVERLA,006,Minor Contract Revision,20131031,$0.00,Added Item - Concrete Patching,MR
MARTIN MARIETTA MATERIALS,"$3,439,829.22",C19323,6,US 6: SIMMS TO SHERIDAN OVERLA,007,Minor Contract Revision,20131122,$0.00,Added Item - Light Standard Foundation,MR
MARTIN MARIETTA MATERIALS,"$3,439,829.22",C19323,6,US 6: SIMMS TO SHERIDAN OVERLA,008,Minor Contract Revision,20131122,$0.00,Added Item - Wireless Magnetometer Vehicle Detection System,MR
MARTIN MARIETTA MATERIALS,"$3,439,829.22",C19323,6,US 6: SIMMS TO SHERIDAN OVERLA,009,Minor Contract Revision,20131122,$0.00,"Added Item - Pull Box (16"" x 24"" x 12"")",MR
MARTIN MARIETTA MATERIALS,"$3,439,829.22",C19323,6,US 6: SIMMS TO SHERIDAN OVERLA,001,Plan Force Account,20130508,"$933,960.00",Plan Force Account,FA
K.E.C.I. COLORADO INCORPORATED,"$147,672.00",C19326,1,SH83 @ CROWN CREST DECEL LANE,002,Minor Contract Revision,20131107,$0.00,Adding Removal of Pavement Marking,MR
K.E.C.I. COLORADO INCORPORATED,"$147,672.00",C19326,1,SH83 @ CROWN CREST DECEL LANE,003,Minor Contract Revision,20131108,$0.00,Adding Hot Mix Asphalt (Grading SX)(75)(PG 75-28),MR
K.E.C.I. COLORADO INCORPORATED,"$147,672.00",C19326,1,SH83 @ CROWN CREST DECEL LANE,001,Plan Force Account,20130703,"$45,600.00",Plan Force Account,FA
"INTERMOUNTAIN SLURRY SEAL, INC.","$1,618,241.55",C19329,3,US 40 & SH 64 CHIP SEALS,002,Modifications With No CMO/MCR Required,20130828,-$1.00,Materials Price Reduction CMO # 2,00
"INTERMOUNTAIN SLURRY SEAL, INC.","$1,618,241.55",C19329,3,US 40 & SH 64 CHIP SEALS,003,Modifications With No CMO/MCR Required,20130903,-$1.00,Overweight Load Price Reduction - CMO # 3,00
"INTERMOUNTAIN SLURRY SEAL, INC.","$1,618,241.55",C19329,3,US 40 & SH 64 CHIP SEALS,001,Plan Force Account,20130403,"$323,510.00",Plan Force Account,FA
"APC CONSTRUCTION CO., LLC","$3,213,672.00",C19332,6,US285: SH 88(FEDERAL) TO MARIO,006,TIME EXTENSION,20130905,$0.00,Time Extension due to nesting swallows on bridges,TE
"APC CONSTRUCTION CO., LLC","$3,213,672.00",C19332,6,US285: SH 88(FEDERAL) TO MARIO,005,Minor Contract Revision,20140110,"$63,217.50",change footing for Type 7 Special at Broadway bridge,MR
"APC CONSTRUCTION CO., LLC","$3,213,672.00",C19332,6,US285: SH 88(FEDERAL) TO MARIO,009,Minor Contract Revision,20131002,$0.00,Change of work hours - night work,MR
"APC CONSTRUCTION CO., LLC","$3,213,672.00",C19332,6,US285: SH 88(FEDERAL) TO MARIO,008,Minor Contract Revision,20130923,"-$34,791.20",Corrective CO,MR
"APC CONSTRUCTION CO., LLC","$3,213,672.00",C19332,6,US285: SH 88(FEDERAL) TO MARIO,007,Contract Modification Order,20130906,"$15,676.00","Add removal of asphalt mat, replace concrete pavement",CO
"APC CONSTRUCTION CO., LLC","$3,213,672.00",C19332,6,US285: SH 88(FEDERAL) TO MARIO,010,Contract Modification Order,20131108,$0.00,"Extra work, pay for signal heas",CO
"APC CONSTRUCTION CO., LLC","$3,213,672.00",C19332,6,US285: SH 88(FEDERAL) TO MARIO,004,Plan Force Account,20130729,$0.00,Asphalt Cement Cost Adjustment,FA
"APC CONSTRUCTION CO., LLC","$3,213,672.00",C19332,6,US285: SH 88(FEDERAL) TO MARIO,011,Minor Contract Revision,20140110,"$123,590.50",Bird netting on Broadway over 285 bridge,MR
"APC CONSTRUCTION CO., LLC","$3,213,672.00",C19332,6,US285: SH 88(FEDERAL) TO MARIO,001,Plan Force Account,20130424,"$556,260.00",Plan Force Account,FA
"APC CONSTRUCTION CO., LLC","$3,213,672.00",C19332,6,US285: SH 88(FEDERAL) TO MARIO,002,Contract Modification Order,20130729,"$12,115.20",Add Erosion Control Supervisor (HR),CO
"APC CONSTRUCTION CO., LLC","$3,213,672.00",C19332,6,US285: SH 88(FEDERAL) TO MARIO,003,Minor Contract Revision,20130729,"$7,000.00","Rem of Pavement Markings, Masking overhead sign",MR
"STRUCTURES, INC.","$2,901,895.20",C19336,1,SH40 BYERS TO DEER TRAIL,002,Minor Contract Revision,20131112,"-$35,843.08",Revised Asphalt Mix Design,MR
"STRUCTURES, INC.","$2,901,895.20",C19336,1,SH40 BYERS TO DEER TRAIL,003,Contract Modification Order,20140409,$0.00,Timber Girder Repair on Structure F-20-J,CO
"STRUCTURES, INC.","$2,901,895.20",C19336,1,SH40 BYERS TO DEER TRAIL,001,Plan Force Account,20130724,"$369,460.00",Plan Force Account,FA
"OLDCASTLE SW GROUP, INC.","$1,764,192.50",C19338,4,WRAY CHIP SEALS VARIOUS LOCATI,002,Modifications With No CMO/MCR Required,20130819,"-$82,295.02",COVER COAT PRICE REDUCTION,00
"OLDCASTLE SW GROUP, INC.","$1,764,192.50",C19338,4,WRAY CHIP SEALS VARIOUS LOCATI,001,Plan Force Account,20130109,"$33,960.00",Plan Force Account,FA
LAWRENCE CONSTRUCTION COMPANY,"$24,975,352.00",C19339-COMBO,6,I-70 HAVANA BRIDGE REPLACEMENT,006,Modifications With No CMO/MCR Required,20150810,"-$27,600.00",Working Time Violation Pay Reduction,00
LAWRENCE CONSTRUCTION COMPANY,"$24,975,352.00",C19339-COMBO,6,I-70 HAVANA BRIDGE REPLACEMENT,007,Minor Contract Revision,20151208,$0.00,Asphalt higher than existing adjacent concrete,MR
LAWRENCE CONSTRUCTION COMPANY,"$24,975,352.00",C19339-COMBO,6,I-70 HAVANA BRIDGE REPLACEMENT,012,Minor Contract Revision,20160217,$0.00,Snow Fence over Havana,MR
LAWRENCE CONSTRUCTION COMPANY,"$24,975,352.00",C19339-COMBO,6,I-70 HAVANA BRIDGE REPLACEMENT,010,Contract Modification Order,20160121,$0.00,LIMS item additions,CO
LAWRENCE CONSTRUCTION COMPANY,"$24,975,352.00",C19339-COMBO,6,I-70 HAVANA BRIDGE REPLACEMENT,014,TIME EXTENSION,20160712,$0.00,Time extension for owner-caused delay,TE
LAWRENCE CONSTRUCTION COMPANY,"$24,975,352.00",C19339-COMBO,6,I-70 HAVANA BRIDGE REPLACEMENT,008,Minor Contract Revision,20151208,$0.00,Restripe Westbound Exit Taper,MR
LAWRENCE CONSTRUCTION COMPANY,"$24,975,352.00",C19339-COMBO,6,I-70 HAVANA BRIDGE REPLACEMENT,009,Contract Modification Order,20151208,"$100,000.00",Bottleneck Mitigation at 70/225,CO
LAWRENCE CONSTRUCTION COMPANY,"$24,975,352.00",C19339-COMBO,6,I-70 HAVANA BRIDGE REPLACEMENT,002,Modifications With No CMO/MCR Required,20150708,$0.00,LIMS CMO,00
LAWRENCE CONSTRUCTION COMPANY,"$24,975,352.00",C19339-COMBO,6,I-70 HAVANA BRIDGE REPLACEMENT,011,Contract Modification Order,20160217,$0.00,Leach Field Removal,CO
LAWRENCE CONSTRUCTION COMPANY,"$24,975,352.00",C19339-COMBO,6,I-70 HAVANA BRIDGE REPLACEMENT,001,Plan Force Account,20150522,"$1,566,000.00",Plan Force Account,FA
LAWRENCE CONSTRUCTION COMPANY,"$24,975,352.00",C19339-COMBO,6,I-70 HAVANA BRIDGE REPLACEMENT,003,Contract Modification Order,20150722,$0.00,LIMS item additions,CO
LAWRENCE CONSTRUCTION COMPANY,"$24,975,352.00",C19339-COMBO,6,I-70 HAVANA BRIDGE REPLACEMENT,015,Modifications With No CMO/MCR Required,20160519,$0.00,LIMS item additions,00
LAWRENCE CONSTRUCTION COMPANY,"$24,975,352.00",C19339-COMBO,6,I-70 HAVANA BRIDGE REPLACEMENT,013,Contract Modification Order,20160322,$0.00,Lighting (Temporary and Permanent) Changes,CO
LAWRENCE CONSTRUCTION COMPANY,"$24,975,352.00",C19339-COMBO,6,I-70 HAVANA BRIDGE REPLACEMENT,004,Minor Contract Revision,20150909,$0.00,Peoria Deck Rehab Additional Quantities,MR
